country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
South Africa,AFRICA SUB SAHARAN,1885,1800,34,4480000
Somalia,AFRICA SUB SAHARAN,1885,752,30.3,1490000
Sierra Leone,AFRICA SUB SAHARAN,1885,1010,26.3,991000
Seychelles,AFRICA SUB SAHARAN,1885,1110,41,16500
Senegal,AFRICA SUB SAHARAN,1885,682,26.1,1230000
Sao Tome and Principe,AFRICA SUB SAHARAN,1885,995,31.2,36000
Rwanda,AFRICA SUB SAHARAN,1885,480,32.1,1600000
Nigeria,AFRICA SUB SAHARAN,1885,1190,32.1,16900000
Niger,AFRICA SUB SAHARAN,1885,612,31.7,1200000
Namibia,AFRICA SUB SAHARAN,1885,1430,33,172000
Mozambique,AFRICA SUB SAHARAN,1885,410,31.2,4490000
Mauritius,AFRICA SUB SAHARAN,1885,1290,29,368000
Mauritania,AFRICA SUB SAHARAN,1885,724,32.5,327000
Mali,AFRICA SUB SAHARAN,1885,618,27.3,2020000
Malawi,AFRICA SUB SAHARAN,1885,354,30.6,2130000
Madagascar,AFRICA SUB SAHARAN,1885,786,31.1,2910000
Liberia,AFRICA SUB SAHARAN,1885,951,32,435000
Lesotho,AFRICA SUB SAHARAN,1885,368,33.5,248000
Kenya,AFRICA SUB SAHARAN,1885,1110,25.9,4180000
Guinea-Bissau,AFRICA SUB SAHARAN,1885,599,31.6,259000
Guinea,AFRICA SUB SAHARAN,1885,516,31.4,1370000
Ghana,AFRICA SUB SAHARAN,1885,760,28.5,2400000
Gambia,AFRICA SUB SAHARAN,1885,856,30.6,147000
Gabon,AFRICA SUB SAHARAN,1885,395,31.2,375000
Ethiopia,AFRICA SUB SAHARAN,1885,536,29.7,18100000
Eritrea,AFRICA SUB SAHARAN,1885,630,30.4,606000
Equatorial Guinea,AFRICA SUB SAHARAN,1885,423,30.3,137000
Cote d'Ivoire,AFRICA SUB SAHARAN,1885,1140,31.9,1320000
"Congo, Rep.",AFRICA SUB SAHARAN,1885,731,32.3,611000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1885,688,32.3,9700000
Comoros,AFRICA SUB SAHARAN,1885,759,32.4,76000
Chad,AFRICA SUB SAHARAN,1885,574,31.8,1910000
Central African Republic,AFRICA SUB SAHARAN,1885,582,30.6,1010000
Cape Verde,AFRICA SUB SAHARAN,1885,743,34.5,121000
Cameroon,AFRICA SUB SAHARAN,1885,859,29.2,3280000
Burundi,AFRICA SUB SAHARAN,1885,452,31.7,1710000
Burkina Faso,AFRICA SUB SAHARAN,1885,517,29.8,2130000
Botswana,AFRICA SUB SAHARAN,1885,545,33.7,142000
Benin,AFRICA SUB SAHARAN,1885,819,31.5,1060000
Angola,AFRICA SUB SAHARAN,1885,897,28,3160000
Tunisia,AFRICA NORTH,1885,1190,29.4,1600000
Morocco,AFRICA NORTH,1885,999,33.3,4040000
Libya,AFRICA NORTH,1885,2270,33.9,406000
Egypt,AFRICA NORTH,1885,2250,32.9,7950000
Djibouti,AFRICA NORTH,1885,984,30.8,40800
Algeria,AFRICA NORTH,1885,1490,29.5,4020000
North Macedonia,,1885,1240,36.3,701000
Eswatini,,1885,672,32.6,93900
United Kingdom,EUROPE WEST,1886,6050,45.3,36500000
Switzerland,EUROPE WEST,1886,10800,44.7,2890000
Sweden,EUROPE WEST,1886,2700,50.6,4700000
Spain,EUROPE WEST,1886,2880,30.5,17400000
Portugal,EUROPE WEST,1886,1900,35.6,4850000
Poland,EUROPE WEST,1886,2550,36.2,21300000
Norway,EUROPE WEST,1886,4780,51.7,1970000
Netherlands,EUROPE WEST,1886,5820,42,4320000
Malta,EUROPE WEST,1886,1440,35.3,199000
Luxembourg,EUROPE WEST,1886,3180,40.5,210000
Italy,EUROPE WEST,1886,3480,35.1,30600000
Ireland,EUROPE WEST,1886,4220,45.5,4870000
Iceland,EUROPE WEST,1886,1820,45,71200
Greece,EUROPE WEST,1886,2930,37.8,4330000
Germany,EUROPE WEST,1886,4470,39.8,46400000
France,EUROPE WEST,1886,3680,43.2,39200000
Denmark,EUROPE WEST,1886,4200,49,2210000
Cyprus,EUROPE WEST,1886,1870,38.4,199000
Belgium,EUROPE WEST,1886,5170,43.4,5860000
Austria,EUROPE WEST,1886,3930,36.2,5210000
Andorra,EUROPE WEST,1886,2710,,4200
Ukraine,EUROPE EAST,1886,1140,36.5,20600000
Turkey,EUROPE EAST,1886,1580,35.4,13000000
Slovenia,EUROPE EAST,1886,2570,36.5,840000
Slovak Republic,EUROPE EAST,1886,2430,36.4,2710000
Serbia,EUROPE EAST,1886,2480,35.5,2060000
Russia,EUROPE EAST,1886,2140,34.3,57200000
Romania,EUROPE EAST,1886,1140,35.7,10100000
Montenegro,EUROPE EAST,1886,1930,35.6,352000
Moldova,EUROPE EAST,1886,851,33,1300000
Lithuania,EUROPE EAST,1886,1900,35.7,2050000
Latvia,EUROPE EAST,1886,1130,41.6,1720000
Hungary,EUROPE EAST,1886,3380,36,6460000
Georgia,EUROPE EAST,1886,712,31.9,1960000
Finland,EUROPE EAST,1886,2070,40.9,2230000
Estonia,EUROPE EAST,1886,1410,41.5,738000
Czech Republic,EUROPE EAST,1886,3270,35,8500000
Croatia,EUROPE EAST,1886,2460,36.1,2200000
Bulgaria,EUROPE EAST,1886,1810,39.6,3250000
Bosnia and Herzegovina,EUROPE EAST,1886,983,35.2,1480000
Belarus,EUROPE EAST,1886,861,36.1,4320000
Azerbaijan,EUROPE EAST,1886,1070,29.2,1610000
Armenia,EUROPE EAST,1886,635,33.8,749000
Albania,EUROPE EAST,1886,1010,35.4,707000
Vietnam,EAST ASIA PACIFIC,1886,854,31.6,10900000
Vanuatu,EAST ASIA PACIFIC,1886,734,24.7,50300
Tonga,EAST ASIA PACIFIC,1886,831,28.4,19900
Timor-Leste,EAST ASIA PACIFIC,1886,617,29.7,301000
Thailand,EAST ASIA PACIFIC,1886,1040,30.6,6580000
South Korea,EAST ASIA PACIFIC,1886,523,25.9,9450000
Solomon Islands,EAST ASIA PACIFIC,1886,459,25.1,106000
Singapore,EAST ASIA PACIFIC,1886,2270,34.1,138000
Samoa,EAST ASIA PACIFIC,1886,1760,26.3,36300
Philippines,EAST ASIA PACIFIC,1886,1210,31.1,5860000
Papua New Guinea,EAST ASIA PACIFIC,1886,685,32.2,957000
North Korea,EAST ASIA PACIFIC,1886,283,26.6,4960000
New Zealand,EAST ASIA PACIFIC,1886,5930,41.2,602000
Myanmar,EAST ASIA PACIFIC,1886,702,30.3,5430000
Mongolia,EAST ASIA PACIFIC,1886,729,31.6,682000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1886,546,26.6,22900
Marshall Islands,EAST ASIA PACIFIC,1886,568,,28000
Malaysia,EAST ASIA PACIFIC,1886,1330,30.6,1340000
Lao,EAST ASIA PACIFIC,1886,1020,31.4,1040000
Kiribati,EAST ASIA PACIFIC,1886,594,25.2,24300
Japan,EAST ASIA PACIFIC,1886,1440,37.5,38500000
Indonesia,EAST ASIA PACIFIC,1886,1200,30.1,32200000
Fiji,EAST ASIA PACIFIC,1886,985,26.6,123000
China,EAST ASIA PACIFIC,1886,729,32,376000000
Cambodia,EAST ASIA PACIFIC,1886,425,35.4,2610000
Brunei,EAST ASIA PACIFIC,1886,1900,28.9,10700
Australia,EAST ASIA PACIFIC,1886,7870,42.5,2690000
Yemen,ASIA WEST,1886,1120,23.5,2880000
Uzbekistan,ASIA WEST,1886,590,27.2,3470000
United Arab Emirates,ASIA WEST,1886,1630,30.9,43100
Turkmenistan,ASIA WEST,1886,1410,22.6,669000
Tajikistan,ASIA WEST,1886,777,24.3,847000
Syria,ASIA WEST,1886,754,31.5,1640000
Sri Lanka,ASIA WEST,1886,1180,32.5,3300000
Saudi Arabia,ASIA WEST,1886,2630,33.2,2170000
Qatar,ASIA WEST,1886,1800,30.5,15200
Palestine,ASIA WEST,1886,825,32.7,241000
Pakistan,ASIA WEST,1886,1060,27.3,17100000
Oman,ASIA WEST,1886,1290,32.2,369000
Nepal,ASIA WEST,1886,696,33.7,4990000
Maldives,ASIA WEST,1886,839,32.3,59700
Lebanon,ASIA WEST,1886,3570,29.8,482000
Kyrgyz Republic,ASIA WEST,1886,909,24.1,965000
Kuwait,ASIA WEST,1886,1800,26.2,90300
Kazakhstan,ASIA WEST,1886,1710,26.5,3700000
Jordan,ASIA WEST,1886,1650,31.8,263000
Israel,ASIA WEST,1886,972,32,298000
Iraq,ASIA WEST,1886,4670,31.4,1800000
Iran,ASIA WEST,1886,1860,26,9040000
India,ASIA WEST,1886,729,24.9,275000000
Bhutan,ASIA WEST,1886,719,30.3,287000
Bangladesh,ASIA WEST,1886,907,22.9,24800000
Bahrain,ASIA WEST,1886,2300,30.4,70400
Afghanistan,ASIA WEST,1886,840,28.5,4490000
Venezuela,AMERICA SOUTH,1886,2600,32.3,2210000
Uruguay,AMERICA SOUTH,1886,4420,32.9,593000
Suriname,AMERICA SOUTH,1886,2560,32.9,92000
Peru,AMERICA SOUTH,1886,945,35.1,3210000
Paraguay,AMERICA SOUTH,1886,1910,35.8,454000
Guyana,AMERICA SOUTH,1886,1900,31.3,259000
Ecuador,AMERICA SOUTH,1886,968,33.4,1220000
Colombia,AMERICA SOUTH,1886,1160,32.4,3190000
Chile,AMERICA SOUTH,1886,2290,32.1,2570000
Brazil,AMERICA SOUTH,1886,1410,32.1,13200000
Bolivia,AMERICA SOUTH,1886,1420,33.5,1320000
Argentina,AMERICA SOUTH,1886,4160,32.8,2970000
United States,AMERICA NORTH,1886,5030,42.9,59100000
Trinidad and Tobago,AMERICA NORTH,1886,1760,38.9,200000
St. Vincent and the Grenadines,AMERICA NORTH,1886,1310,26,41000
St. Lucia,AMERICA NORTH,1886,1090,28.1,41800
Panama,AMERICA NORTH,1886,1790,33.2,214000
Nicaragua,AMERICA NORTH,1886,1970,25.7,445000
Mexico,AMERICA NORTH,1886,1720,26.9,11100000
Jamaica,AMERICA NORTH,1886,1070,37,619000
Honduras,AMERICA NORTH,1886,1570,34.5,374000
Haiti,AMERICA NORTH,1886,1240,28.9,1380000
Guatemala,AMERICA NORTH,1886,1470,25.6,1340000
Grenada,AMERICA NORTH,1886,1270,37.5,48100
El Salvador,AMERICA NORTH,1886,1700,29,711000
Dominican Republic,AMERICA NORTH,1886,957,30.5,363000
Dominica,AMERICA NORTH,1886,1040,,27200
Cuba,AMERICA NORTH,1886,2130,42.3,1610000
Costa Rica,AMERICA NORTH,1886,1630,30.4,227000
Canada,AMERICA NORTH,1886,3510,45,4630000
Belize,AMERICA NORTH,1886,905,26.6,29900
Barbados,AMERICA NORTH,1886,1430,32.5,179000
Bahamas,AMERICA NORTH,1886,2260,35.1,48600
Antigua and Barbuda,AMERICA NORTH,1886,1180,33.6,36000
Zimbabwe,AFRICA SUB SAHARAN,1886,964,33.9,952000
Zambia,AFRICA SUB SAHARAN,1886,816,33.1,1630000
Uganda,AFRICA SUB SAHARAN,1886,640,25.3,3460000
Togo,AFRICA SUB SAHARAN,1886,941,31.9,669000
Tanzania,AFRICA SUB SAHARAN,1886,673,32.8,5350000
Sudan,AFRICA SUB SAHARAN,1886,715,31.4,4850000
South Sudan,AFRICA SUB SAHARAN,1886,700,28.2,1650000
South Africa,AFRICA SUB SAHARAN,1886,2120,34,4540000
Somalia,AFRICA SUB SAHARAN,1886,753,30.4,1500000
Sierra Leone,AFRICA SUB SAHARAN,1886,1010,26.3,999000
Seychelles,AFRICA SUB SAHARAN,1886,1110,41.3,16500
Senegal,AFRICA SUB SAHARAN,1886,686,26.1,1240000
Sao Tome and Principe,AFRICA SUB SAHARAN,1886,997,31.2,36200
Rwanda,AFRICA SUB SAHARAN,1886,481,32.1,1600000
Nigeria,AFRICA SUB SAHARAN,1886,1190,32.2,17000000
Niger,AFRICA SUB SAHARAN,1886,615,31.7,1210000
Namibia,AFRICA SUB SAHARAN,1886,1450,33,174000
Mozambique,AFRICA SUB SAHARAN,1886,410,31.3,4500000
Mauritius,AFRICA SUB SAHARAN,1886,1300,33.2,369000
Mauritania,AFRICA SUB SAHARAN,1886,727,32.5,329000
Mali,AFRICA SUB SAHARAN,1886,618,27.4,2040000
Malawi,AFRICA SUB SAHARAN,1886,354,30.6,2140000
Madagascar,AFRICA SUB SAHARAN,1886,790,31.1,2910000
Liberia,AFRICA SUB SAHARAN,1886,954,32,439000
Lesotho,AFRICA SUB SAHARAN,1886,369,33.5,250000
Kenya,AFRICA SUB SAHARAN,1886,1120,26,4210000
Guinea-Bissau,AFRICA SUB SAHARAN,1886,599,31.5,261000
Guinea,AFRICA SUB SAHARAN,1886,517,31.5,1390000
Ghana,AFRICA SUB SAHARAN,1886,762,28.6,2420000
Gambia,AFRICA SUB SAHARAN,1886,857,30.7,149000
Gabon,AFRICA SUB SAHARAN,1886,395,31.2,378000
Ethiopia,AFRICA SUB SAHARAN,1886,536,29.7,18100000
Eritrea,AFRICA SUB SAHARAN,1886,631,30.4,604000
Equatorial Guinea,AFRICA SUB SAHARAN,1886,429,30.4,138000
Cote d'Ivoire,AFRICA SUB SAHARAN,1886,1150,32,1330000
"Congo, Rep.",AFRICA SUB SAHARAN,1886,733,32.2,616000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1886,691,32.4,9740000
Comoros,AFRICA SUB SAHARAN,1886,760,32.4,76500
Chad,AFRICA SUB SAHARAN,1886,577,31.9,1910000
Central African Republic,AFRICA SUB SAHARAN,1886,585,30.6,1010000
Cape Verde,AFRICA SUB SAHARAN,1886,755,34.6,123000
Cameroon,AFRICA SUB SAHARAN,1886,864,29.2,3290000
Burundi,AFRICA SUB SAHARAN,1886,453,31.7,1720000
Burkina Faso,AFRICA SUB SAHARAN,1886,518,29.9,2140000
Botswana,AFRICA SUB SAHARAN,1886,548,33.7,143000
Benin,AFRICA SUB SAHARAN,1886,823,31.5,1070000
Angola,AFRICA SUB SAHARAN,1886,901,28.1,3180000
Tunisia,AFRICA NORTH,1886,1200,29.4,1620000
Morocco,AFRICA NORTH,1886,1000,33.3,4080000
Libya,AFRICA NORTH,1886,2280,34,412000
Egypt,AFRICA NORTH,1886,2270,32.9,8050000
Djibouti,AFRICA NORTH,1886,987,30.8,40800
Algeria,AFRICA NORTH,1886,1500,29.5,4060000
North Macedonia,,1886,1260,36.3,707000
Eswatini,,1886,675,32.6,94800
United Kingdom,EUROPE WEST,1887,6240,45.6,36800000
Switzerland,EUROPE WEST,1887,10600,45.5,2910000
Sweden,EUROPE WEST,1887,2620,51.5,4720000
Spain,EUROPE WEST,1887,2820,30.8,17500000
Portugal,EUROPE WEST,1887,1930,35.6,4900000
Poland,EUROPE WEST,1887,2550,36.5,21600000
Norway,EUROPE WEST,1887,4860,51.7,1970000
Netherlands,EUROPE WEST,1887,5900,45,4360000
Malta,EUROPE WEST,1887,1450,35.8,200000
Luxembourg,EUROPE WEST,1887,3220,41,210000
Italy,EUROPE WEST,1887,3570,36,30800000
Ireland,EUROPE WEST,1887,4260,45.7,4820000
Iceland,EUROPE WEST,1887,1790,40.6,71100
Greece,EUROPE WEST,1887,3030,38,4370000
Germany,EUROPE WEST,1887,4600,40,46800000
France,EUROPE WEST,1887,3700,43.8,39300000
Denmark,EUROPE WEST,1887,4300,48.7,2230000
Cyprus,EUROPE WEST,1887,1890,38.4,201000
Belgium,EUROPE WEST,1887,5330,46.1,5920000
Austria,EUROPE WEST,1887,4170,36.4,5260000
Andorra,EUROPE WEST,1887,2740,,4230
Ukraine,EUROPE EAST,1887,1340,36.5,20800000
Turkey,EUROPE EAST,1887,1590,35.4,13100000
Slovenia,EUROPE EAST,1887,2620,36.5,847000
Slovak Republic,EUROPE EAST,1887,2470,36.4,2720000
Serbia,EUROPE EAST,1887,2520,35.5,2090000
Russia,EUROPE EAST,1887,2510,33.2,57700000
Romania,EUROPE EAST,1887,1060,35.7,10100000
Montenegro,EUROPE EAST,1887,1960,35.6,357000
Moldova,EUROPE EAST,1887,994,33,1310000
Lithuania,EUROPE EAST,1887,2230,36.2,2090000
Latvia,EUROPE EAST,1887,1320,42,1750000
Hungary,EUROPE EAST,1887,3430,36,6500000
Georgia,EUROPE EAST,1887,831,32,1980000
Finland,EUROPE EAST,1887,2070,45.6,2260000
Estonia,EUROPE EAST,1887,1640,41.6,747000
Czech Republic,EUROPE EAST,1887,3310,35,8550000
Croatia,EUROPE EAST,1887,2500,36.1,2220000
Bulgaria,EUROPE EAST,1887,1840,39.6,3300000
Bosnia and Herzegovina,EUROPE EAST,1887,997,35.3,1500000
Belarus,EUROPE EAST,1887,1010,36.1,4360000
Azerbaijan,EUROPE EAST,1887,1250,29.4,1620000
Armenia,EUROPE EAST,1887,741,34,756000
Albania,EUROPE EAST,1887,1020,35.4,714000
Vietnam,EAST ASIA PACIFIC,1887,861,31.5,11000000
Vanuatu,EAST ASIA PACIFIC,1887,737,24.7,50700
Tonga,EAST ASIA PACIFIC,1887,834,28.4,19900
Timor-Leste,EAST ASIA PACIFIC,1887,619,29.7,303000
Thailand,EAST ASIA PACIFIC,1887,1050,30.7,6630000
South Korea,EAST ASIA PACIFIC,1887,527,25.9,9440000
Solomon Islands,EAST ASIA PACIFIC,1887,461,25.1,107000
Singapore,EAST ASIA PACIFIC,1887,2300,34.1,142000
Samoa,EAST ASIA PACIFIC,1887,1760,26.3,36100
Philippines,EAST ASIA PACIFIC,1887,1220,31.1,5890000
Papua New Guinea,EAST ASIA PACIFIC,1887,688,32.3,962000
North Korea,EAST ASIA PACIFIC,1887,285,26.6,4980000
New Zealand,EAST ASIA PACIFIC,1887,5940,41.6,617000
Myanmar,EAST ASIA PACIFIC,1887,710,30.3,5810000
Mongolia,EAST ASIA PACIFIC,1887,741,31.6,682000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1887,547,26.6,23000
Marshall Islands,EAST ASIA PACIFIC,1887,568,,28700
Malaysia,EAST ASIA PACIFIC,1887,1330,30.6,1390000
Lao,EAST ASIA PACIFIC,1887,1020,31.4,1060000
Kiribati,EAST ASIA PACIFIC,1887,595,25.2,24400
Japan,EAST ASIA PACIFIC,1887,1500,37.5,38800000
Indonesia,EAST ASIA PACIFIC,1887,1200,30.2,32600000
Fiji,EAST ASIA PACIFIC,1887,988,26.6,122000
China,EAST ASIA PACIFIC,1887,727,32,377000000
Cambodia,EAST ASIA PACIFIC,1887,426,35.5,2620000
Brunei,EAST ASIA PACIFIC,1887,1900,28.9,11100
Australia,EAST ASIA PACIFIC,1887,8420,43.1,2780000
Yemen,ASIA WEST,1887,1120,23.5,2880000
Uzbekistan,ASIA WEST,1887,688,27.4,3510000
United Arab Emirates,ASIA WEST,1887,1660,30.9,43400
Turkmenistan,ASIA WEST,1887,1650,22.8,675000
Tajikistan,ASIA WEST,1887,908,24.5,855000
Syria,ASIA WEST,1887,761,31.5,1650000
Sri Lanka,ASIA WEST,1887,1370,32.5,3340000
Saudi Arabia,ASIA WEST,1887,2640,33.3,2160000
Qatar,ASIA WEST,1887,1820,30.5,15300
Palestine,ASIA WEST,1887,834,32.7,244000
Pakistan,ASIA WEST,1887,1100,26.9,17100000
Oman,ASIA WEST,1887,1300,32.2,369000
Nepal,ASIA WEST,1887,701,33.7,5010000
Maldives,ASIA WEST,1887,839,32.2,60000
Lebanon,ASIA WEST,1887,3610,29.8,482000
Kyrgyz Republic,ASIA WEST,1887,917,24.3,974000
Kuwait,ASIA WEST,1887,1820,26.2,90800
Kazakhstan,ASIA WEST,1887,2000,26.7,3730000
Jordan,ASIA WEST,1887,1660,31.8,264000
Israel,ASIA WEST,1887,977,32,302000
Iraq,ASIA WEST,1887,4700,31.4,1810000
Iran,ASIA WEST,1887,1870,26,9080000
India,ASIA WEST,1887,761,24.8,277000000
Bhutan,ASIA WEST,1887,720,30.4,286000
Bangladesh,ASIA WEST,1887,947,22.8,24900000
Bahrain,ASIA WEST,1887,2330,30.5,70800
Afghanistan,ASIA WEST,1887,858,28.6,4510000
Venezuela,AMERICA SOUTH,1887,2690,32.3,2240000
Uruguay,AMERICA SOUTH,1887,3610,32.9,617000
Suriname,AMERICA SOUTH,1887,2580,32.9,92200
Peru,AMERICA SOUTH,1887,873,35.1,3250000
Paraguay,AMERICA SOUTH,1887,1940,35.9,497000
Guyana,AMERICA SOUTH,1887,1910,31.3,262000
Ecuador,AMERICA SOUTH,1887,983,33.5,1240000
Colombia,AMERICA SOUTH,1887,1160,32.5,3250000
Chile,AMERICA SOUTH,1887,2430,32.1,2610000
Brazil,AMERICA SOUTH,1887,1320,32.1,13500000
Bolivia,AMERICA SOUTH,1887,1420,33.5,1350000
Argentina,AMERICA SOUTH,1887,4230,33.1,3060000
United States,AMERICA NORTH,1887,5150,43.5,60500000
Trinidad and Tobago,AMERICA NORTH,1887,1770,38.9,205000
St. Vincent and the Grenadines,AMERICA NORTH,1887,1320,26,41000
St. Lucia,AMERICA NORTH,1887,1090,28.1,42200
Panama,AMERICA NORTH,1887,1810,33.2,216000
Nicaragua,AMERICA NORTH,1887,1990,25.7,451000
Mexico,AMERICA NORTH,1887,1760,26.9,11200000
Jamaica,AMERICA NORTH,1887,1070,35.6,625000
Honduras,AMERICA NORTH,1887,1590,34.6,384000
Haiti,AMERICA NORTH,1887,1260,28.9,1390000
Guatemala,AMERICA NORTH,1887,1480,25.6,1350000
Grenada,AMERICA NORTH,1887,1280,37.5,49200
El Salvador,AMERICA NORTH,1887,1720,29,722000
Dominican Republic,AMERICA NORTH,1887,962,30.6,373000
Dominica,AMERICA NORTH,1887,1040,,27100
Cuba,AMERICA NORTH,1887,2190,42.8,1620000
Costa Rica,AMERICA NORTH,1887,1640,30.4,234000
Canada,AMERICA NORTH,1887,3590,45,4690000
Belize,AMERICA NORTH,1887,911,26.6,30300
Barbados,AMERICA NORTH,1887,1440,32.5,180000
Bahamas,AMERICA NORTH,1887,2280,35.1,49100
Antigua and Barbuda,AMERICA NORTH,1887,1190,33.7,36200
Zimbabwe,AFRICA SUB SAHARAN,1887,965,33.9,961000
Zambia,AFRICA SUB SAHARAN,1887,818,33.2,1630000
Uganda,AFRICA SUB SAHARAN,1887,643,25.3,3480000
Togo,AFRICA SUB SAHARAN,1887,946,31.9,674000
Tanzania,AFRICA SUB SAHARAN,1887,675,32.9,5360000
Sudan,AFRICA SUB SAHARAN,1887,718,31.4,4850000
South Sudan,AFRICA SUB SAHARAN,1887,703,28.3,1670000
South Africa,AFRICA SUB SAHARAN,1887,2420,34,4590000
Somalia,AFRICA SUB SAHARAN,1887,754,30.4,1500000
Sierra Leone,AFRICA SUB SAHARAN,1887,1020,26.4,1010000
Seychelles,AFRICA SUB SAHARAN,1887,1120,41.5,16600
Senegal,AFRICA SUB SAHARAN,1887,689,26.2,1250000
Sao Tome and Principe,AFRICA SUB SAHARAN,1887,999,31.3,36500
Rwanda,AFRICA SUB SAHARAN,1887,481,32.1,1610000
Nigeria,AFRICA SUB SAHARAN,1887,1200,32.3,17200000
Niger,AFRICA SUB SAHARAN,1887,618,31.8,1210000
Namibia,AFRICA SUB SAHARAN,1887,1470,33,176000
Mozambique,AFRICA SUB SAHARAN,1887,411,31.3,4500000
Mauritius,AFRICA SUB SAHARAN,1887,1300,27.9,370000
Mauritania,AFRICA SUB SAHARAN,1887,731,32.5,330000
Mali,AFRICA SUB SAHARAN,1887,618,27.4,2050000
Malawi,AFRICA SUB SAHARAN,1887,354,30.6,2140000
Madagascar,AFRICA SUB SAHARAN,1887,794,31.2,2920000
Liberia,AFRICA SUB SAHARAN,1887,957,32.1,443000
Lesotho,AFRICA SUB SAHARAN,1887,369,33.6,253000
Kenya,AFRICA SUB SAHARAN,1887,1120,26,4240000
Guinea-Bissau,AFRICA SUB SAHARAN,1887,600,31.5,263000
Guinea,AFRICA SUB SAHARAN,1887,518,31.6,1400000
Ghana,AFRICA SUB SAHARAN,1887,764,28.6,2440000
Gambia,AFRICA SUB SAHARAN,1887,857,30.8,150000
Gabon,AFRICA SUB SAHARAN,1887,395,31.3,381000
Ethiopia,AFRICA SUB SAHARAN,1887,536,29.7,18100000
Eritrea,AFRICA SUB SAHARAN,1887,633,30.5,601000
Equatorial Guinea,AFRICA SUB SAHARAN,1887,434,30.4,139000
Cote d'Ivoire,AFRICA SUB SAHARAN,1887,1150,32,1330000
"Congo, Rep.",AFRICA SUB SAHARAN,1887,735,32.2,620000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1887,694,32.4,9790000
Comoros,AFRICA SUB SAHARAN,1887,760,32.4,77000
Chad,AFRICA SUB SAHARAN,1887,579,31.9,1920000
Central African Republic,AFRICA SUB SAHARAN,1887,588,30.6,1020000
Cape Verde,AFRICA SUB SAHARAN,1887,767,34.6,124000
Cameroon,AFRICA SUB SAHARAN,1887,868,29.3,3310000
Burundi,AFRICA SUB SAHARAN,1887,453,31.7,1730000
Burkina Faso,AFRICA SUB SAHARAN,1887,519,29.9,2150000
Botswana,AFRICA SUB SAHARAN,1887,550,33.7,145000
Benin,AFRICA SUB SAHARAN,1887,827,31.6,1080000
Angola,AFRICA SUB SAHARAN,1887,905,28.1,3200000
Tunisia,AFRICA NORTH,1887,1210,29.5,1640000
Morocco,AFRICA NORTH,1887,1010,33.3,4120000
Libya,AFRICA NORTH,1887,2290,34,418000
Egypt,AFRICA NORTH,1887,2280,32.9,8160000
Djibouti,AFRICA NORTH,1887,990,30.9,40900
Algeria,AFRICA NORTH,1887,1520,29.6,4100000
North Macedonia,,1887,1280,36.3,714000
Eswatini,,1887,678,32.7,95800
United Kingdom,EUROPE WEST,1888,6460,46.8,37100000
Switzerland,EUROPE WEST,1888,11000,46,2920000
Sweden,EUROPE WEST,1888,2660,52.3,4740000
Spain,EUROPE WEST,1888,2930,31,17600000
Portugal,EUROPE WEST,1888,1930,35.6,4940000
Poland,EUROPE WEST,1888,2590,36.8,21900000
Norway,EUROPE WEST,1888,5090,50.4,1980000
Netherlands,EUROPE WEST,1888,5910,44.2,4410000
Malta,EUROPE WEST,1888,1460,36.2,202000
Luxembourg,EUROPE WEST,1888,3260,41.5,210000
Italy,EUROPE WEST,1888,3550,36.9,31100000
Ireland,EUROPE WEST,1888,4300,46,4770000
Iceland,EUROPE WEST,1888,1850,46.8,71000
Greece,EUROPE WEST,1888,3100,38.1,4420000
Germany,EUROPE WEST,1888,4730,40.3,47200000
France,EUROPE WEST,1888,3730,44.2,39400000
Denmark,EUROPE WEST,1888,4290,46.7,2250000
Cyprus,EUROPE WEST,1888,1910,38.4,204000
Belgium,EUROPE WEST,1888,5330,44.9,5980000
Austria,EUROPE WEST,1888,4130,36.6,5300000
Andorra,EUROPE WEST,1888,2770,,4260
Ukraine,EUROPE EAST,1888,1290,36.5,21000000
Turkey,EUROPE EAST,1888,1600,35.4,13200000
Slovenia,EUROPE EAST,1888,2660,36.5,855000
Slovak Republic,EUROPE EAST,1888,2500,36.4,2730000
Serbia,EUROPE EAST,1888,2570,35.6,2120000
Russia,EUROPE EAST,1888,2410,33.1,58200000
Romania,EUROPE EAST,1888,1100,35.7,10200000
Montenegro,EUROPE EAST,1888,2000,35.6,363000
Moldova,EUROPE EAST,1888,956,33,1320000
Lithuania,EUROPE EAST,1888,2140,36.6,2120000
Latvia,EUROPE EAST,1888,1270,42.3,1770000
Hungary,EUROPE EAST,1888,3480,36,6530000
Georgia,EUROPE EAST,1888,798,32.2,1990000
Finland,EUROPE EAST,1888,2110,45.1,2300000
Estonia,EUROPE EAST,1888,1580,41.9,756000
Czech Republic,EUROPE EAST,1888,3350,35,8600000
Croatia,EUROPE EAST,1888,2540,36.1,2240000
Bulgaria,EUROPE EAST,1888,1860,39.7,3350000
Bosnia and Herzegovina,EUROPE EAST,1888,1010,35.3,1520000
Belarus,EUROPE EAST,1888,968,36.1,4400000
