country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
Portugal,EUROPE WEST,1987,17000,73.6,9910000
Poland,EUROPE WEST,1987,11400,71.2,37500000
Norway,EUROPE WEST,1987,43400,76,4190000
Netherlands,EUROPE WEST,1987,29300,76.7,14700000
Malta,EUROPE WEST,1987,13100,75.6,353000
Luxembourg,EUROPE WEST,1987,45900,74.6,371000
Italy,EUROPE WEST,1987,28400,76.3,57000000
Ireland,EUROPE WEST,1987,18000,74.3,3520000
Iceland,EUROPE WEST,1987,30600,77.3,247000
Greece,EUROPE WEST,1987,19200,76.9,10100000
Germany,EUROPE WEST,1987,30900,75,78000000
France,EUROPE WEST,1987,26900,76.3,55800000
Denmark,EUROPE WEST,1987,32900,74.8,5120000
Cyprus,EUROPE WEST,1987,18200,75.1,723000
Belgium,EUROPE WEST,1987,27500,75.2,9940000
Austria,EUROPE WEST,1987,28200,75,7640000
Andorra,EUROPE WEST,1987,27900,78.8,48500
Ukraine,EUROPE EAST,1987,10800,71.1,51200000
Turkey,EUROPE EAST,1987,10300,68.4,51100000
Slovenia,EUROPE EAST,1987,21500,72.5,1980000
Slovak Republic,EUROPE EAST,1987,14400,70.9,5220000
Serbia,EUROPE EAST,1987,16900,70.6,9350000
Russia,EUROPE EAST,1987,20900,70.2,145000000
Romania,EUROPE EAST,1987,13000,69.4,23300000
Montenegro,EUROPE EAST,1987,20800,73.8,617000
Moldova,EUROPE EAST,1987,7730,68.4,4290000
Lithuania,EUROPE EAST,1987,15400,72,3630000
Latvia,EUROPE EAST,1987,13200,71.1,2630000
Hungary,EUROPE EAST,1987,18000,69.5,10500000
Georgia,EUROPE EAST,1987,9360,70.3,5330000
Finland,EUROPE EAST,1987,26200,74.8,4950000
Estonia,EUROPE EAST,1987,13800,70.9,1550000
Czech Republic,EUROPE EAST,1987,18900,71.1,10300000
Croatia,EUROPE EAST,1987,19400,71.7,4760000
Bulgaria,EUROPE EAST,1987,10700,71.8,8960000
Bosnia and Herzegovina,EUROPE EAST,1987,3420,73,4480000
Belarus,EUROPE EAST,1987,8300,72,10000000
Azerbaijan,EUROPE EAST,1987,10700,67.2,6890000
Armenia,EUROPE EAST,1987,3920,71.2,3450000
Albania,EUROPE EAST,1987,4360,72.6,3120000
Vietnam,EAST ASIA PACIFIC,1987,1340,67.9,63700000
Vanuatu,EAST ASIA PACIFIC,1987,2520,61.5,136000
Tonga,EAST ASIA PACIFIC,1987,3800,69.6,94300
Timor-Leste,EAST ASIA PACIFIC,1987,2280,58.6,686000
Thailand,EAST ASIA PACIFIC,1987,4900,69.9,53900000
South Korea,EAST ASIA PACIFIC,1987,9270,70.8,41700000
Solomon Islands,EAST ASIA PACIFIC,1987,1790,60,287000
Singapore,EAST ASIA PACIFIC,1987,27700,74.7,2820000
Samoa,EAST ASIA PACIFIC,1987,3820,70.3,161000
Philippines,EAST ASIA PACIFIC,1987,3700,66.6,57300000
Papua New Guinea,EAST ASIA PACIFIC,1987,2360,54.2,4290000
North Korea,EAST ASIA PACIFIC,1987,2550,71.5,19400000
New Zealand,EAST ASIA PACIFIC,1987,24200,74.2,3310000
Myanmar,EAST ASIA PACIFIC,1987,828,54.7,39400000
